log,class
SQL Injection attempt on endpoint http://malicious.com from IP 192.168.1.1. Query: SELECT * FROM users. Action: Blocked.,SQL Injection
Unauthorized SSH login attempt from IP 192.168.1.1. Attempted user: user1. Action taken: login.,Brute Force Attack
Kernel panic occurred. Error: kernel panic. Possible system instability detected.,Benign
User user1 accessed restricted resource resource1. Potential insider threat detected.,Benign
DNS query for domain malicious.com resolved to IP 192.168.1.1. Request initiated by: user1.,Benign
Suspicious outbound connection to IP 192.168.1.1. Possible data exfiltration attempt initiated from USB1.,Benign
User user1 authentication failed: Access denied. IP: 192.168.1.1. Action: login.,Benign
Suspicious executable logfile.log uploaded by user user1. File flagged for potential malware risk.,Malware and Ransomware
Request blocked for file logfile.log in restricted path /usr/local/bin. Potential directory traversal attempt.,Benign
Antivirus scan failed on file logfile.log. Reason: kernel panic. Action: login.,Benign
User user1 attempted to access restricted directory /home/user1. Directory traversal attempt logged.,Benign
Device USB3 failed to initialize. Error message: kernel panic. Action: login.,Benign
Unauthorized access to configuration file logfile.log. Attempted directory traversal detected.,Benign
Service web_service is unreachable due to heavy traffic. Load spikes from IP range 192.168.1.0/24.,Benign
Email from user1@example.com flagged as potential phishing attempt. Subject: Suspicious activity alert. Action: Blocked.,Benign
Session token replay detected for user user1. Risk of MITM attack identified and blocked.,Benign
Suspicious request received for sensitive action: login. CSRF attack attempt blocked for user user1.,Benign
CSRF protection activated for endpoint http://malicious.com. Suspicious request from IP 192.168.1.1 logged.,Cross-Site Request Forgery (CSRF)
Multiple connection attempts from IP range 192.168.1.0/24 detected. DDoS potential. Firewall engaged.,Distributed Denial of Service (DDoS)
Failed login attempt by user user1. Attempted using USB1. Error message: kernel panic.,Benign
Remote code execution exploit on service web_service detected. Exploit attempt from IP 192.168.1.1.,Remote Code Execution (RCE)
CSRF protection activated for endpoint http://malicious.com. Suspicious request from IP 192.168.1.1 logged.,Cross-Site Request Forgery (CSRF)
Repeated password guesses detected from IP 192.168.1.1. Suspicious activity logged. User user1 at risk of account compromise.,Brute Force Attack
Antivirus quarantined file logfile.log due to detected malware signature. Path: /path/to/file.,Benign
Multiple failed login attempts detected for user user1. Action: login. IP: 192.168.1.1.,Brute Force Attack
Ransomware detected on device USB1. File encryption detected: logfile.log. Immediate action: login.,Benign
Repeated password guesses detected from IP 192.168.1.1. Suspicious activity logged. User user1 at risk of account compromise.,Brute Force Attack
Recurring task backup_task terminated unexpectedly. Error message: kernel panic.,Benign
Multiple failed login attempts detected for user user1. Action: login. IP: 192.168.1.1.,Brute Force Attack
Device USB3 failed to initialize. Error message: kernel panic. Action: login.,Benign
Email from user1@example.com contained malicious URL. Link flagged for phishing attempt.,Benign
Multiple connection attempts from IP range 192.168.1.0/24 detected. DDoS potential. Firewall engaged.,Distributed Denial of Service (DDoS)
Insufficient permissions to access file logfile.log. Error message: kernel panic.,Benign
Unauthorized access to table users_table detected. User: user1. Action: login.,Benign
Redirect detected to untrusted domain malicious.com. User user1 potentially targeted by phishing attempt.,Phishing via Malicious Links
Suspicious outbound connection to IP 192.168.1.1. Possible data exfiltration attempt initiated from USB1.,Benign
User user1 clicked suspicious link: http://malicious.com. Phishing attempt detected and blocked.,Benign
User user1 attempted to disable security settings. Action: login. IP: 192.168.1.1.,Benign
Failed login attempt by user user1. Attempted using USB1. Error message: kernel panic.,Benign
Suspicious script detected in user input: malicious_script.sh. XSS attack attempt blocked on page http://malicious.com.,Cross-Site Scripting (XSS)
Vulnerability CVE-2024-12345 exploited on server server1. Zero-day attack detected.,Benign
Malicious script executed from file logfile.log. Remote code execution attempt identified and blocked.,Privilege Escalation
User user1 attempted to disable security settings. Unauthorized action logged for review.,Benign
Printer printer1 is out of paper. Action required: login.,Benign
Antivirus quarantined file logfile.log due to detected malware signature. Path: /path/to/file.,Benign
Sanitized user input containing script: malicious_script.sh. Potential XSS attempt mitigated on endpoint http://malicious.com.,Benign
CSRF protection activated for endpoint http://malicious.com. Suspicious request from IP 192.168.1.1 logged.,Cross-Site Request Forgery (CSRF)
User user1 accessed confidential file logfile.log. Suspicious access to sensitive data detected.,Benign
Unrecognized exploit detected in service web_service. Zero-day exploit attempt detected from IP 192.168.1.1.,Zero-Day Exploit
User user1 attempted to disable security settings. Action: login. IP: 192.168.1.1.,Benign
Printer printer1 is out of paper. Action required: login.,Benign
User input contains potentially harmful SQL: input_data. Query: SELECT * FROM users. Risk of data breach identified.,Benign
Error loading module mod1. Error message: kernel panic. Action: login.,Benign
User user1 attempted to disable security settings. Unauthorized action logged for review.,Benign
Attempt to overwrite read-only file logfile.log. Action: login. Error: kernel panic.,Benign
User user1 added to admin group. Unexpected modification to group memberships detected.,Benign
Unauthorized access attempt from IP 192.168.1.1. Action: login. User: user1.,Benign
Data leakage attempt on endpoint http://malicious.com. Data exfiltration detected. Action: Blocked.,Data Exfiltration
Unauthorized access to configuration file logfile.log. Attempted directory traversal detected.,Benign
High traffic detected from IP 192.168.1.1. Service web_service on server1 under threat of overload.,Distributed Denial of Service (DDoS)
User input contains potentially harmful SQL: input_data. Query: SELECT * FROM users. Risk of data breach identified.,Benign
Suspicious SQL query detected: SELECT * FROM users. Potential injection attempt on http://malicious.com from IP 192.168.1.1. Database: user_db.,SQL Injection
User user1 attempted to disable security settings. Unauthorized action logged for review.,Benign
Remote code execution exploit on service web_service detected. Exploit attempt from IP 192.168.1.1.,Remote Code Execution (RCE)
Printer printer1 is out of paper. Action required: login.,Benign
Suspicious executable logfile.log uploaded by user user1. File flagged for potential malware risk.,Malware and Ransomware
User input contains potentially harmful SQL: input_data. Query: SELECT * FROM users. Risk of data breach identified.,Benign
Remote code execution exploit on service web_service detected. Exploit attempt from IP 192.168.1.1.,Remote Code Execution (RCE)
User user1 accessed confidential file logfile.log. Suspicious access to sensitive data detected.,Benign
Unencrypted data transfer detected on HTTP. Risk of MITM attack identified from IP 192.168.1.1.,Man-in-the-Middle (MITM)
Possible CSRF attack detected from IP 192.168.1.1. Invalid token detected for user user1 on action: login.,Cross-Site Request Forgery (CSRF)
Failed to initialize database connection. Error: connection failure. Application: malicious_app.,Benign
Unauthorized download attempt of file logfile.log detected. Source: 192.168.1.1. Action: Blocked.,Data Exfiltration
Cron job backup_job failed. Error message: kernel panic. Action: login.,Benign
Email from user1@example.com contained malicious URL. Link flagged for phishing attempt.,Benign
Ransomware detected on device USB1. File encryption detected: logfile.log. Immediate action: login.,Benign
Error loading module mod1. Error message: kernel panic. Action: login.,Benign
Unusual activity detected for user user1. Multiple restricted file access attempts flagged.,Insider Threats
Remote code execution exploit on service web_service detected. Exploit attempt from IP 192.168.1.1.,Remote Code Execution (RCE)
Privilege escalation attempt detected for user user1. Action: login. Device: USB1.,Privilege Escalation
High traffic detected from IP 192.168.1.1. Service web_service on server1 under threat of overload.,Distributed Denial of Service (DDoS)
User user1 from IP 192.168.1.1 failed to log in. Multiple failed attempts detected. Account may be locked soon. Error: kernel panic.,Benign
Emergency patch applied to mitigate exploit. Vulnerability identified on web_service.,Benign
Unauthorized file encryption detected in directory /home/user1. Action: Blocked and quarantined.,Malware and Ransomware
Unknown behavior detected in process 12345. Possible zero-day exploit detected.,Benign
Connection intercepted from IP 192.168.1.1. Potential MITM attack detected on HTTP.,Man-in-the-Middle (MITM)
Link http://malicious.com flagged by antivirus software. Suspicious activity detected from IP 192.168.1.1.,Benign
Suspicious proxy server detected at IP 192.168.1.1. Possible MITM attack underway on web_service.,Man-in-the-Middle (MITM)
"Access granted to restricted resource resource1. User: user1, Device: USB1.",Benign
